comment_id,video_id,text,author_id,author,published_at,bot_probability
be784e06ad28dcd2aaa02356107fe09e,K5IOamMfLpw,"Most people think freedom is about having choices, but this book made me realize how many of those choices are pre-designed. Shadow Leaders Exposed changed how I look at everything from politics to entertainment.",UCswhwWxJY8jOFLTqxLqFfeQ,@KaufmannBernhardt,2025-12-07T21:28:48Z,0.5098494494458021
2eea83ce4ed631a5d6df797992c06ddc,-u40Rg-9t54,"Trump approval rate: 36% 
Dem approval rate: *18%
*lowest in recorded history",UCAtf28aTnQKlF_35alP8qbg,@carlfisher6472,2025-12-07T19:15:08Z,0.5083198504019346
5d2fefc6ae315faf88ec0f372cceda35,2vRLc0SEEJY,"I used to think the world was run by the people we see on screens, but Shadow Leaders Exposed by Reid Easton made me realize how much happens behind closed doors. Once you understand the hidden systems shaping everything, you can’t unsee it.",UC_raip27aSh8Ec7knTbForQ,@DaisyHagen-c2n,2025-12-07T21:28:39Z,0.5069106565927883
44623da89950d1503d55ab0f98e1aa80,dQWfdEyorm8,🙏🙏🙏🙏❤FRANCE🇫🇷,UC-SvdXahzFZUrZ9dFB1N8Wg,@NajıbnidamEloudghırı,2025-12-07T21:20:31Z,0.5006727583554506
49fe79c35e676b0e35c52b29bfc0e749,2vRLc0SEEJY,"Anybody else besides me looking forward to Cankles, great, big, beautiful, obituary?",UCIAfEDr39yoxzsMT8F1v16g,@donvonschitzinpantz,2025-12-07T20:10:11Z,0.5000960635482303
7a610d268f835e5f47f946a8594ba706,5Cv52R4pHaM,"It's obviously a fishing boat, you can tell because it's blacked out and has 4 250s on the back 😂",UCudFHoEF0HLhpWZ9lHgBnLA,@Lowwboyyy,2025-12-06T23:30:49Z,0.4994824504031829
64545fe22892d2a106ac5865433e473d,-u40Rg-9t54,"It's nuts that somebody in the USA could feel sorry for Drug Runners bringing DRUGS THAT KILL 1000's of us.    Fentanyl, Meth, etc.  These killers are MASS MURDERERS.   Only a Democrat and their Media bitch about it. Defund the police, sanctuary cities for illegals and now you back mass murderers on high speed boats with the USA as the destination.    These punks knew the risk and paid the price.  Grow up.",UCXxZrzmQ_Lgz-wfS_hJkVfA,@FOXCNN,2025-12-07T22:31:56Z,0.49729419382736734
60efdda3a5f443126f2f0415a11d658d,K5IOamMfLpw,Are we talking about Minnesota?,UC6TUO6oX-SfAxUhKr8KmsmA,@JesusLopez-gt8vp,2025-12-07T20:00:55Z,0.4972091155553311
15aa0997e988bce9a1da4afe0f3f9d75,bfqVnG9vVao,i recommend Ashley Laurella Pantone,UCHem59SB51gNLnaL_ol7buQ,@RajendarRajendar-x3s,2025-12-07T22:47:24Z,0.4961380961662511
80ab21e5007c8c90f6d0f1ee0eeee8ab,zaCUL8YSclE,men can get pregnant tops that one,UCZU6WSYDo7EZL6uWyTiSnvA,@richardc9634,2025-12-07T20:49:10Z,0.49597182635708514
a2e07ec344ef6f3ba3df45b16561c8dd,5Cv52R4pHaM,Can’t wait for the big beautiful obituary,UCQjpwm-ADmQEMHBFG705R1g,@elchicano187,2025-12-07T04:50:27Z,0.4958658470371331
990aed288c7f21aa059709301a32fc27,2vRLc0SEEJY,Sure bot,UCQSiipf3qU-UB3KiAGigARw,@prooveditt4839,2025-12-07T22:16:40Z,0.49544468172923367
10cf9ca89ac4deb799900b0d8b905f11,5Cv52R4pHaM,💯!,UCNdI2IdVuepMei5q2RuNc2Q,@CelticRN8,2025-12-07T00:26:06Z,0.49502076786937427
c3c28d1c7c845fe05d382acb6309d57f,dQWfdEyorm8,And nothing will happen,UC8rUviggPbEZjsf5K39c-QQ,@johndymond4596,2025-12-07T20:36:08Z,0.49486715096371775
a25603847ad6207f2c9345a0d259763f,2vRLc0SEEJY,"Meritocracy becomes the boys club though. This is the problem. Meritocracy and certification and education become a problem because BOTH sides of a two-party system obtain the SAME qualifications. Therefore, NEITHER side is actually truthful any longer with their intelligence and invention, just agenda based. Fact is, American Meritocracy is a joke, its disgusting, and it has NO MORE actual positive effect any longer THESE DAYS compared to the ""good ole boys clubs"" of old. Moreover, the current administration isn't waging war on Meritocracy, its waging war on THE OTHER SIDE's Meritocracy. And the Dems have ZERO power, so they cant fight back. And that's why its a one-sided slaughter. And its disgusting, because the left was doing it to the right just as much since 2015.
NOT EVERYTHING the right says is wrong, though now, its blurred in with the bad so there is no message. Just white noise of Red. Same as it was under Biden for the Blue.
What we are seeing here, overtly, is the result of 40 years of modern Meritocracy without it being questioned properly, while EVERY LITTLE TINY THING we do professionally is now requiring ""certifications"" and its absurd, and tiresome, and the WHOLE WORLD is over it.
This isnt just an attack by the Right on the Meritocracy, its them feeding off the apathy and exhaustion of the professional world, and the constant fight to keep science relevant in the US while the extreme Left, and the religious Right constantly go to war with it in the name of small time or and small-minded agendas.
This wont change, Meritocracy is done. A dark age has been coming since Trumps first term, and it will be here permanently now. The dark age of the USA and the western Hemisphere is upon us, and it will be this way until our country either gets out of the civil war which is coming- or the next world war which is coming. And that is just the reality of the pattern of civilization. 
Europe is moving on from the USA and its influences passively. China is about to make a MAJOR move in Sumatra to take over this month due to corruption in Indonesia. And the USA is being run by ignorant leadership and misled peoples no matter WHO runs the oval office. This is the fall of the USA, and Meritocracy war or not- the American people let ""certification"" business models and credentialing get in the way of hard work and experience. And this is why no one respects your credentials, your education, and your opinion anymore as an individual of the USA. Doesnt matter HOW qualified you are. You might as well be an influencer... because there is NO DIFFERENCE to any American anymore between President of the USA, successful scientists, Lawyer of the year, or some guy whos popular on YouTube... AMERICAS FAULT, all of it.",UCuyovJH_2dm93zTZ3qAsXQQ,@TheWolfInTheGrass,2025-12-07T21:01:30Z,0.49474509524804977
a1e46ebb57e36f31486d3122bde7e446,zaCUL8YSclE,@DarthSailorMoo 🍿😂🍿😂,UCBcVvd4jvx7aC9smT59ZOuQ,@PSLLP,2025-12-07T20:35:10Z,0.4918783810186431
a0cbaf70ee161d2a5852f733a5a873a6,5Cv52R4pHaM,Same here. Love her so much and am republican.,UCtQHggmOriBZGT3BWl2Bv-w,@kathywiley4763,2025-12-07T01:49:42Z,0.4911984572649105
b6669eb291311a0e77225d434b586785,-u40Rg-9t54,"C ommunist
N ews
N etwork",UCsJZF67RY7MeuD7TeRMJ9MQ,@Wiggster,2025-12-07T19:27:21Z,0.4900017013459582
a77c09af1fbb9351f3c58fb10c432661,dQWfdEyorm8,About Damn time! The Epstein Files are finally released.,UCpQ5Q1Yi9ODfutkMXvnLGsg,@AnthonyPinkerton-d7p,2025-12-07T20:01:47Z,0.4892187309532603
99c61921754cfb1e6e95c20208c6bb8d,2vRLc0SEEJY,❤,UCintDRHrgImUnzw83De8A-g,@FalcoStarlight,2025-12-07T20:45:25Z,0.48816839332988426
c3c851229c9313e652be8affbfb0c0e8,dQWfdEyorm8,DEMOCRATS have already been THOROUGHLY Embarrassed BECAUSE it is Quite CLEAR that Jeffrey Epstein had them on SPEED DIAL and had Trump Derangement Syndrome....Blaque Congresswoman Stacey Plasket was ACTUALLY in REAL LIVE Sexy-Time Texting with Epstein during Congressional Hearings...,UC4uarTBoodIpuJxTYkCbfbA,@sunshinesun101,2025-12-07T20:16:51Z,0.48724116454215527
12f55fbf4f82985384c7842651ad7098,-u40Rg-9t54,"King Donald pardoned Juan Hernández, the poster child for narco-terrorism and El Chapo partner. He only served one year of a 45-year sentence for trafficking >1,000,000 lbs. of coke and murdering Sinaloa cartel competition in Honduras. Apparently, we don’t need ""self-defense"" from drug traffickers if they hire Roger Stone as his lobbyist. The boat bombings look more like a prelude to a war with an oil producer to raise prices.",UClLCEKRAolSMZib8Jqu0Z3A,@tomlakosh1833,2025-12-07T18:32:05Z,0.4855041605606748
69d67b1b3dd6241d4d0aa8b345e40c74,dQWfdEyorm8,Enchilanna...,UCWppF-NLfMa4je6zXqUOdnQ,@lorddovesnake,2025-12-07T20:59:12Z,0.485177354400772
3a78fb6db1fcb0c0cc6da761b3ce3d94,2vRLc0SEEJY,"I honestly thought this would be just another conspiracy book, but Shadow Leaders Exposed by Reid Easton is different. It talks about influence, psychology and silent networks in a way that actually makes sense. It’s hard to ignore once you read it.",UCrO6uB3MzzKu9Vbr7SEb6jQ,@ChaabanMckoy,2025-12-07T21:29:12Z,0.48417068445335076
42b6830e2dd1106d46759e3691c22ec3,2vRLc0SEEJY,"Obama. 557 drone strikes.  Pakistan, Yemen, Somalia. 3 to 4 thousand killed. Many civilians. Democrats don't you remember? X DEMOCRAT HERE.",UCMtUznV3lr7dhw2nXckz-cA,@garyhirtz4392,2025-12-07T20:40:50Z,0.4837109618743374
cd14973faf28ea303b5e0ba41f0d1085,-u40Rg-9t54,@thesword762she is a decorated war veteran. She flew black hawks and lost her legs. Way better than cadet bone spur.,UCLIs0IzIhgJKpJRmfJbbeuQ,@totalyep,2025-12-07T22:32:00Z,0.48306683089450597
82a1a551e4a70db416b276f6fb690c63,2vRLc0SEEJY,Leave somalis alone,UCEBqJkgYGooQDQzneExeMvg,@Keir-i5q,2025-12-07T20:02:44Z,0.48239321098223314
e43dff22c6776a0406630ff0947c67ab,-u40Rg-9t54,"🤣🤣🤣 Once again a democrat politician going against her own country's best interest.  I guess 1000's of American citizens dying of drug overdoses daily, isn't cause for concern.  No democrats' concern is with protecting the worst people of our society.  Just like how democrats rioted and causes billions of $$$ in damage.  Over a pregnant woman robbing drug addict.  That overdosed while being arrested.  🤡🤣",UCibLFWHbliMMtl8_5FWqDvQ,@keepingit8797,2025-12-07T19:36:53Z,0.4822607342557011
10dcd13fcc8d7bab3349574c8af48c41,-u40Rg-9t54,"Well, i sure hope it’s Pete.",UCME_f5pjTCpiR2L4ZWqYTaQ,@philiphanno3676,2025-12-07T19:19:13Z,0.48084637116602585
ab933986df7179fcb7a6c867e03ec84d,-u40Rg-9t54,@mim5351 Should Hegseth be in trouble?,UCcf4U5dpE5AW3o5hR2qBw6w,@SteveFinster,2025-12-07T19:10:51Z,0.4801513249356883
360543b37f14a70d3580cc810157ecc9,dQWfdEyorm8,Saying that MTG will be an American hero is absolutely insane.,UCLwBiThDgQnFdzwuvj_1vKg,@davediscs,2025-12-07T20:29:35Z,0.4795426305106961
3e247a961e2c15bc3ef94946ebaec159,xD3Qm3Gl5uE,Fishing boats Hernandez innocent Fishing boats 509 tons of coke Hernandez Epstein hoax hoax braaaaaaaawky squack 🦜💨,UCpSEFToGGts_D3nZwhlFeaw,@_ULTRA-_-QMAGA-_-PARROT-_-,2025-12-07T21:09:10Z,0.4794691139852444
1fc7839626e5c5723fe9f183f1890b78,-u40Rg-9t54,Release the Epstein files.,UCAEzDmzNtaEYdFIX83Pee1g,@erwocoolis9451,2025-12-07T19:19:34Z,0.47813582348782624
ba6197b14d8cb0edc709532a4483ea71,RwW4UYoX19s,Yeah that's all from the IDF bro just to steal more land pig excrement Israel is an abomination and Americans are over paying for this evil,UCalfTDuHtgXEyWKCs97VuFA,@Shadyjdsmamaw,2025-12-07T22:30:34Z,0.47778496260777736
d07a0fe1392766d9c6dfb1471a07551e,dQWfdEyorm8,Its gonna be redacted af,UCDiv105oHKOBo0biCI3ZJVw,@DebtFreeDad,2025-12-07T20:47:05Z,0.47761052746564275
22e2913aa201a4f70c59391b7af6df62,dQWfdEyorm8,Clickbait title,UCTBr5QBjE6xr4qRkwqzPn2g,@marcellasimone,2025-12-07T21:21:02Z,0.47744602573704065
1383d0e64049a2aa35da247e13db50a6,zaCUL8YSclE,Velshi reminds me of exploding diarrhea,UCzJgClz4DQOfsh5FD8jV3Gw,@theBandit1976,2025-12-07T19:43:00Z,0.4773017492011591
b980e8cd18c72bc00e816363551a2b17,2vRLc0SEEJY,"The damage to the US reputation has with the new declaration of war on the World been totally destroyed and I don't think the US will ever recover from Trump and his disastrous administration.
Most Europeans has nothings but contempt for Trump and his crazy Maga facists and religious fanatics.
European leaders must wake up and realize that the US is nolonger an ally and the facists over there has not much in common with most Europeans. Trump and his goons realize that with this war declaration. Now we also have to realize that the US is now with Russia, Iran, North Korea among the enemies of the World. Allies do not try to interfere in European elections and say what they do. 
Trump is a corrupt criminal facist and Russian agent and a traitor to NATO and an enemy to the EU. And so are most of the other idiots in the US administration. 
The sooner we realize that, the better. NATO need to work without the US.
Putin talk about war with Europe.  Russia would have no chance against Europe, as Europe is militarily just as powerful as the US where it matters, and would win a war against Russia, even without the US. Only a nuclear war can Europe not win, because nobody can. Europe doesn't need the large Navy the US has,  as we don't need to project power outside Europe. Europe don't need so many transport Aircrafts,  as most military equipment is shipped by rail anyway.

I wish Denmark had not ordered 16 more F35s,  as the US can't be trusted anymore. The American voters has now twice  in recent times preferred a criminal idiot instead of a intelligent woman. So why trust them in the future? Instead we could have gotten 40 Swedish Gripen fighters and still saved money even with the extra personel and infrastructure.  Gripen is also better,  as we already have enough stealth F35s.  What we need are Aircrafts that can start and land from normal roads and operate well in cold climate like Greenland.  The Gripen can do that,  not the F35.
The decline of US democracy is the most consequential event for the free world since the end of the Cold War. 

Every democratic society in the world has all but lost their most powerful strategic ally. For the first time since World War II, the collective of liberal democracies that became known as ""the West"" is without a military superpower as their security guarantee.

Having withstood decades of intense information warfare from Russia and China intent on eroding public trust in our democratic institutions, the unparalleled power of the American media ecosystem will now be harnessed and directed towards the same sinister goal.

Across Europe, east Asia, Oceania, and the Americas, islands of liberal democracy prevail, aware that the fall of Washington now brings the front lines directly to their electorate. We must turn our minds to the battles we are about to face.

For generations, we embraced US culture as a positive by-product of its soft-power. Those within the anglosphere, in particular, found themselves voluntarily engulfed by shared thought leaders, conversations, and narratives. The disagreements that began on US cable news shows would invariably find themselves deliberated across dinner tables. Our societies, we thought, were almost inseparable, guided by our common sacred devotion to the inalienable tenets of democracy. 

While tens of millions of Americans undoubtedly stoically fight to preserve these values, the inability, or unwillingness, of the larger populace to restrain the irrefutably authoritarian inclinations of this administration reveals a cancerous aspect of a culture we have naively consumed since childhood without consideration for our own health.

We have already witnessed unprecedented attempts by Trump and Vance to directly interfere in the political machinations of its previous allies in order to elevate illiberal right-wing parties that reject the rules based order and embrace the Kremlin's brand of malignant authoritarianism. 

In Brazil and Israel, Trump has unapologetically exerted the power of the US state in an effort to compromise the rule of law there as a favour to his friends, and to advance political movements he believes better aligns with his.

His oligarch patron, Elon Musk, has utilised the power of his money and his media platform to propagate destructive themes of race wars and Christian nationalism throughout the world. Meanwhile, the inescapable influence of unrestrained podcasters secreting anachronistic notions of masculinity and anti-feminism into the minds of our young men presents a threat to years of painstaking work to deconstruct oppressive remnants of our patriarchal past.

Simultaneously, the beacons of freedom that once broadcasted to the defiant minds fighting against tyrants and despots abroad have fallen silent, defunded, no longer interested in advancing values its benefactor has abandoned.

But of all the toxic overflow threatening to contaminate our own political systems, we must not surrender our strict adherence to the norms which underwrite our democracy. The abuses of power and political interferences that are uncontained by legal restraints, but are the essential keystones upon which all other pillars of democracy rest.

Trump's near daily assaults on these principles has exhausted the already fatigued sensibilities of a disengaged American public. This is a condition we must inoculate populations against at all costs. The preservation of civility, mutual respect and dignity, and the understanding of civic responsibility; this is where the home front battles will be won or lost. Corruption, of any kind or of any magnitude, must never be tolerated, lest its insidious roots take hold like a noxious weed suffocating the spirit of life.

Scrutinising every faultline that has induced America's free fall into fascism is not an endeavour in morbid fascination, it's a necessary act of self-preservation. If the once immutable US Republic can crumble from the corrosive infection of political populism, we must study every symptom, every warning sign, and every sickness it imposes on its host.

The age of liberal democratic expansion is over. Until the battle for the soul of America is complete, we must retreat to our fortifications and prepare our fight for survival. The freedom of our children will depend on our response to these events.",UCUyId8ibaCO_nCTXbefz6Jw,@finnwolffkaysfeld7000,2025-12-07T21:11:46Z,0.477239453443979
ce2ae7533e67c0f00dfdc5afa914e8f7,2vRLc0SEEJY,"Fareed, everyone is blaming Donald......I BLAME THE USA VOTERS.",UCYjRRlPb6c-hQzZaHVM_vLw,@Anibal-h2j,2025-12-07T22:30:54Z,0.47683653809045845
66601209590c93883d75d09704bed392,xD3Qm3Gl5uE,"I don’t care. Technically, these people are traitors to their own people.

Why do we have to have traitors from another country brought here because our rulers decided to have a corrupt and evil war for 17 years on the other side of the planet?",UCfFMSLBAkOWCNwPIhcPZLIw,@williamshaw5388,2025-12-07T21:31:10Z,0.47613078720613794
adb13e358887c01f3d34b178911e28a5,-u40Rg-9t54,"Underlining strategic reasons to pardon the former president of Honduras (Juan Orlando Hernández Alvarado) who was convicted of trafficking 400 tons of cocaine into the U.S.

He (Cotton) then quips about the need to convict and imprison drug traffickers as some sort of default brilliant dichotomy.

Cotton talks out both sides of his mouth.  Which is it Mr. Cotton who believes in murdering people in the international waters.

Undermines rule of law and anti-narcotics efforts.

Sends a dangerous signal to traffickers and corrupt officials.

Risks damaging U.S. credibility in international anti-drug cooperation.

Could provoke backlash domestically and internationally.",UCiW3DCWRgguuqc1WSY0YNbw,@Mark-ei5bx,2025-12-07T18:27:34Z,0.4758813426680497
7da9c44fccdcd126c935eac0717da237,dQWfdEyorm8,Resorting to clickbait is a big sign of weakness,UCbpmPHT679KOANvgVKg1DzA,@3DThrills,2025-12-07T20:26:45Z,0.475656305132246
fee934a949b5abf870a4173ad885b9a6,dQWfdEyorm8,Ana😃♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,UCOBgG9asYCuWCBSdP4a0K-w,@Rickie-x2,2025-12-07T20:23:06Z,0.4756027510679567
c0e802865b2cb1885d507ef1471cbddf,2vRLc0SEEJY,tell us again how men can have babies,UCjZSr26T86eJwOOnmKQCkXQ,@dikjones-tb2xy,2025-12-07T20:05:25Z,0.47550335743418626
05b1ac9aff916bb74dab73b1fd9e777e,5Cv52R4pHaM,"I'm a Republican and I love Ana,    She has common sense.",UC6HJm5h8XP5lw8_lffGwRbg,@farmer1129,2025-12-06T23:19:20Z,0.47459704123816826
96ab0805904bc75f548b2d8bba2afe9d,2vRLc0SEEJY,The experts have proved to be dishonest and corrupt. People are tired of the so called experts.,UC4iw5DB173DWTVYAihirkxQ,@mysticwatersoo,2025-12-07T20:57:26Z,0.47457740736404597
4a890b30b7da4764f442088d05c166f7,dQWfdEyorm8,Since when does the GOP give a shit about legal precedent?,UCLzivcTRxdENd0IyjNLIGjw,@woadwarrior8243,2025-12-07T20:06:04Z,0.47450806075773266
99240f3df572561a42211f9488e392a2,dQWfdEyorm8,Bot,UCRhqsKtRw5E-mZEQeQxh1Dg,@cathyosbourne6986,2025-12-07T20:43:57Z,0.4739464609156999
4e0ca9d01b0e6c7108bfe515d2266989,dQWfdEyorm8,"The GOP ""abandoned 250 years of justice procedure"" a LONG time ago.",UCdOwrlYAPsMhiUc4eYqp67A,@mnsu4820,2025-12-07T20:14:56Z,0.4736337722701715
37583b7803be006e05761fa51446c0e9,dQWfdEyorm8,Why not 'Ana's Panorama' - Feel free to use,UCcsDehHrYAou4Ro0h6Cl9fQ,@cmoor8616,2025-12-07T20:35:59Z,0.4735964612023546
d0880edf8b02e37fe26b56b693a66211,dQWfdEyorm8,"By the time these files are actually released, there will be a different scandal occupying the public consciousness. These immoral pigs always get off when we use THEIR SYSTEM to hold them to account.",UC4v5_5ALkQnqc201PZEh1jw,@niznoz8379,2025-12-07T20:47:13Z,0.4735607138562833
b19db3f38f6e64580f6ff9acf0f2de07,bfqVnG9vVao,"The big beautiful obituary will be a award for the world,...plus magas for everyone thats normal",UCUnSM8Fw2wrGSxdWzkvGIuQ,@muttinoftruth,2025-12-07T22:49:14Z,0.4734981233508632
168d2ad9bd24d62e88fb349778f50a0e,-u40Rg-9t54,RELEASE THE VIDEO AND THE EPSTEIN FILES!!!,UCqERtO9ex4LznxLwYxa3-bA,@lawrencejeffrey9245,2025-12-07T18:27:28Z,0.47275517306469383
4cccf0a20421747b41ae61dc9a3b53c9,-u40Rg-9t54,Murderer.,UCubmelrOcSA2Ijxca-mpBZQ,@JohnValeanBaily-f3u,2025-12-07T18:51:00Z,0.4723552824831473
bbdaf1a0d7e0e4064131c65b1a6bf925,2vRLc0SEEJY,So called “experts “ indeed. They are all DNC activists,UCl3YIUaeFZeo-wi_LbiH-Pg,@papaagidi2838,2025-12-07T22:02:27Z,0.4716955122992913
5ee8e3b1b572e135ee52bb21f70e9f0f,s2EXTCAFPKA,"""Where were you when Obama was droning American citizens overseas?""

They did countless videos on Obama and his drone strikes.
Anyone can go up to the search bar and put in ""Obama Drone strikes TYT"" and find many, many, MANY videos they did regarding Obama's drone strikes.
Next time do minimum research before you say something so stupid.",UCcqMN88WoC4fuWikdogk6YQ,@tompriceusmc,2025-12-07T19:34:04Z,0.4716895142311619
42c320452586b132be9439bbab8ad8cd,-u40Rg-9t54,What lie ?,UCo1LkFdOLrJn0AsOKMTlutA,@DavidHarrison-x2r4eyes,2025-12-07T20:30:53Z,0.4715584485443513
c0513dc5b078914531dc936bf4a9c1a5,5Cv52R4pHaM,Those are not fishing boats.,UCZiNJvnUy8OE-cdEMl2lSUw,@WTaylor-b5y,2025-12-07T16:31:59Z,0.4714765112560567
489fdfe09894a58afbdef2a702605ccc,2vRLc0SEEJY,"The billionaire said to the scientist ""If you're so smart, how come you ain't rich?"", to which the scientist responded ""If you're so rich, how come you ain't smart?""",UC6RQJ_X8oPtsc9zcfb9Ue4Q,@JuanGaubeca,2025-12-07T20:44:05Z,0.4711887061821023
